name,username,message,clusters,likes,comments,engajamento,url,time
Leonel Guterres Radde,leonelradde,"""O GOVERNO TEM OUTRAS AGENDAS!""  O governador do Rio Grande do Sul  Eduardo Leite  precisará explicar ao STF uma mudança na legislação ambiental que facilita a construção de barragens e açudes em áreas de preservação. A solicitação foi feita pelo ministro Edson Fachin  que analisa uma ação do Partido Verde questionando a legalidade da lei. A mudança foi aprovada rapidamente pelo legislativo e sancionada sem análise da comissão de meio ambiente. O governador e a Assembleia Legislativa têm 10 dias para responder. Segundo o Partido Verde  o governo estadual invadiu competências federais e não recuperou 300 mil hectares de áreas nos últimos anos  além de não possuir um plano de manejo.","Ajuda durante a enchente, ou desvio de ajuda",4708,390,2354,https://www.instagram.com/leonelradde/p/C7T9BC0ut5V/,2024-05-23T05:56:28-07:00
RECORD GUAÍBA,recordtvrsoficial,O ministro do STF (Supremo Tribunal Federal) Edson Fachin determinou que o governador do Rio Grande do Sul  Eduardo Leite (PSDB)  preste esclarecimentos  em um prazo de 10 dias  sobre medidas de flexibilização na legislação ambiental do estado autorizadas por ele em abril deste ano.  ➡️ Leia mais em R7.com #PortalR7 #R7 #JR24H #JornalDaRecord  (📸: Mauricio Tonetto/Secom/Governo do RS),"Ajuda durante a enchente, ou desvio de ajuda",740,123,370,https://www.instagram.com/recordtvrsoficial/p/C7T7lC3OWC3/,2024-05-23T05:43:54-07:00
Esquerda Online,,O Estado e o povo: Considerações sobre o papel da solidariedade na construção das soluções diante da emergência climática por André Simões  de Porto Alegre (RS)  O evento climático extremo que assola o Rio Grande do Sul desde fins de abril tem demostrado a urgência de medidas concretas diante das emergência climática. São milhares de pessoas que perderam tudo  suas moradias  seus bens materiais  afetivos  muitos inclusive seus familiares e amigos. Territórios foram devastados  cidades inteiras quase sumiram do mapa. Esta tragédia é resultado do negacionismo climático dos governos que apesar de todos os avisos de pesquisadores e ativistas tem se recusado em agir  e agora se escondem de suas responsabilidades na flexibilização da legislação ambiental e no desmonte dos serviços públicos.  Neste contexto ações e campanhas de solidariedade tem se alastrado por todo Rio Grande do Sul e pelo Brasil. São voluntários que participam de resgates de pessoas e animais atingidos pelas enchentes,Enchente - Rio Grande do Sul,96,,48,https://www.instagram.com/nan,2024-05-23T05:30:07-07:00
Roda Viva,rodaviva_tvcultura,"""Rio Grande do Sul vai ser um case para o Brasil de reconstrução""  Eduardo Leite  governador do Rio Grande do Sul e convidado do #RodaViva desta semana  enfatizou a importância de que políticas públicas pelo meio ambiente sejam aprovadas para mitigar os efeitos das mudanças climáticas.  Ele é questionado sobre o chamado ""pacote da destruição""  conjunto de projetos em análise na Câmara e Congresso que são contrários à proteção ambiental.   O relator de um dos projetos é do Rio Grande do Sul e integra o PSDB  partido de Eduardo Leite.  📺 Assista à íntegra da entrevista em nosso canal do Youtube!  #TVCultura #EduardoLeite #RioGrandeDoSul #MeioAmbiente",Enchente - Rio Grande do Sul,2661,1490,1330,https://www.instagram.com/rodaviva_tvcultura/reel/C7Sd0tYvYps/,2024-05-22T16:05:22-07:00
Carol Dartora,acaroldartora,🚨Racismo Ambiental e Injustiça Climática nas Enchentes do Rio Grande do Sul: qual a relação?  A análise do Instituto Nacional de Ciência e Tecnologia (INCT) revelou que as áreas mais atingidas pelas inundações são predominantemente habitadas por pessoas de baixa renda. A pesquisa mostrou que as regiões alagadas incluem bairros onde o rendimento mensal médio chega a  no máximo  um salário mínimo. Os bairros da Zona Norte de Porto Alegre  como Humaitá e Sarandi  e municípios como São Leopoldo  com alta concentração da população negra sofreram severamente com as enchentes. Isso reflete o racismo ambiental  onde comunidades negras e pardas são desproporcionalmente impactadas por desastres ambientais.  As enchentes não só forçam essas comunidades a deixarem suas casas  mas também agravam a precariedade de suas condições de vida. A situação se repete em outras partes do estado. Cidades como Canoas  Esteio  Sapucaia do Sul  Novo Hamburgo e Eldorado do Sul tiveram áreas de baixa renda alagadas  evidenciando a correlação entre renda baixa e exposição a riscos ambientais. Em Eldorado do Sul  a água inundou tanto áreas pobres quanto condomínios de luxo  mas os impactos são mais devastadores para aqueles que têm menos recursos para se recuperar.  A pesquisa do INCT também observou a relação entre cor  raça e as inundações. Os bairros mais afetados têm uma proporção maior de negros e pardos em comparação com a média das cidades observadas.  As enchentes no Rio Grande do Sul não apenas destacam a vulnerabilidade das populações de baixa renda  mas também evidenciam o racismo ambiental e a injustiça climática. A desproporcionalidade no impacto das inundações sobre as comunidades negras e pobres sublinha a necessidade urgente de políticas públicas que abordem essas desigualdades  garantindo uma distribuição mais justa dos recursos e uma melhor preparação para futuros desastres ambientais.,Racismo ambiental e Enchente do Rio Grande do Sul,129,6,64,https://www.instagram.com/acaroldartora,2024-05-22T12:54:32-07:00
Charles Gavin,charles_gavin,SOS Rio Grande do Sul: ontem foi dia de doaçao para as vítimas da maior catástrofe cilmática e ambiental da região sul do país. Levamos roupas e calçados à sede da Ação da Cidadânia  aqui no Rio que  neste momento  dirije parte de seu dia dia de trabalho assistencial às milhares de famílias desabrigadas em POS e demais municípios.  Coincidência ou não  uma equipe do RJ TV da Globo estava no local  gravando uma matéria alertando ao de fato de que o número de doações diminuiu drasticamente  90% para ser preciso (veja trecho do vídeo que foi exibido).  Por isso  precisamos continuar falando e divulgando o assunto – a população carente do Rio Grande do Sul necessita de nossa ajuda.  Cada um de nós ajuda como pode  doa o que puder  nem que seja 1 real  apenas. É fácil doar– faça atraves do pix:  sos<redacted_mention>  <redacted_mention>   #sosriograndedosul,Enchente - Rio Grande do Sul,320,19,160,https://www.instagram.com/charles_gavin,2024-05-22T12:03:09-07:00
Sul21,sulvinteum,A enchente que afeta o Rio Grande do Sul desde o final de abril não é – ou não deveria ser – fator surpresa para diversas cidades que agora sofrem com os alagamentos. Em 2018  a Fundação Estadual de Planejamento Metropolitano e Regional (Metroplan) concluiu e entregou Planos de Proteção Contra Cheias nas bacias do Rio Gravataí  Rio dos Sinos  Arroio Feijó e no município de Eldorado do Sul  no Delta do Jacuí.  O órgão projetou cenários em que seria feito o zoneamento (retirada de moradias em áreas alagadiças) e outros em que seriam executadas obras de proteção. Para a Bacia Hidrográfica do Rio dos Sinos  o anteprojeto de engenharia custou R$ 6 3 milhões. Segundo a Metroplan  o Estudo e Relatório de Impacto Ambiental (EIA/RIMA) está em andamento para as obras da bacia e vai demandar quase R$ 400 mil em recursos. A etapa de execução das obras não possui previsão orçamentária.  Uma das cidades contempladas foi Canoas  como mostrou a reportagem do Sul21. No município  o estudo da Metroplan foi seguido de outra pesquisa  conduzida pelo Instituto de Pesquisas Hidráulicas da UFRGS (IPH/UFRGS). A Prefeitura queria calcular os impactos das obras de proteção. A alternativa de concluir o pôlder do Mato Grande  um dos bairros mais afetados pela enchente deste mês  foi identificada como a única que não teria impactos negativos em outras regiões. Conforme o professor do IPH Fernando Dornelles  o que faltava era terminar as comportas de proteção da área. A execução dessa obra teria evitado o alagamento da região.  No entanto  todo o estudo foi baseado em parâmetros bem mais brandos do que o cenário de cheia recorde que aconteceu este mês. Os pesquisadores utilizam o conceito de tempo de retorno (TR)  que é o número de anos que uma enchente levaria para se repetir. “O TR da cheia de 1941 era de 1600 em 2022  caiu para 1300 em 2023  e agora com este recorde caiu para 550 anos. Estamos vivenciando um evento raro  o que o torna mais ‘corriqueiro’. O novo dado da série histórica muda tudo”  explica o professor Dornelles.   📲 Confira a reportagem completa no link da bio!  📸 Kelvin Oliveira/PMC,Enchente - Rio Grande do Sul,313,4,156,https://www.instagram.com/sulvinteum,2024-05-22T10:30:45-07:00
Grupo Hospitalar Conceição,comunicaghc,Com a tragédia ambiental que assola o Rio Grande do Sul  surge a preocupação quanto às doenças que vêm com as enchentes e  logo  com a importância da vacinação. O GHC disponibiliza uma série de vacinas para seus trabalhadores e suas trabalhadoras  são elas: vacina contra a Hepatite B  contra a o vírus Influenza  antitetânica e a tríplice viral.  Leia mais por meio do link nos stories!  #ghc #sus #vacinação #gruposhospitalarconceição,Enchente - Rio Grande do Sul,222,2,111,https://www.instagram.com/comunicaghc/p/C7Rl6GSMM5H/,2024-05-22T07:56:03-07:00
𝐌ᴜɴᴅᴏ 𝐍ᴇɢʀᴏ,sitemundonegro,As recentes inundações no Rio Grande do Sul expuseram de forma contundente as desigualdades raciais e socioeconômicas no estado. Dados do Observatório das Metrópoles e do Instituto de Comunicação e Informação Científica e Tecnológica em Saúde (Icict/Fiocruz) comprovam com dados  o que muitos já apontavam: as populações negras  quilombolas e indígenas estão entre as mais afetadas por este desastre climático.  Um mapa divulgado pelo Observatório das Metrópoles mostra que as áreas com maior concentração de população negra coincidem significativamente com as regiões sujeitas a inundações. Porto Alegre e municípios adjacentes  como Alvorada e Viamão  apresentam altos índices de residentes negros em zonas de risco. Essas áreas  demarcadas em tons de vermelho no mapa  evidenciam uma vulnerabilidade ambiental acentuada.  Complementando essa análise  a nota técnica do Icict/Fiocruz destaca que 240 favelas  40 comunidades quilombolas e cinco aldeias indígenas foram diretamente atingidas pelas inundações. O documento estima que mais de 2 5 milhões de pessoas foram afetadas e 1 3 milhão de residências estão em zonas de risco. As comunidades quilombolas e indígenas  já historicamente marginalizadas  enfrentam agora desafios adicionais  como a desassistência em saúde devido ao impacto nos serviços básicos.  Texto: <redacted_mention> Foto: Alass Derivas/Agência Pública   #MundoNegro #RS  ......................................................................  Leia a íntegra desta notícia em dois cliques pelo LINK NA BIO e saiba de tudo primeiro em nosso canal no TELEGRAM. Siga <redacted_mention> em todas as redes sociais.,Racismo ambiental e Enchente do Rio Grande do Sul,3472,24,1736,https://www.instagram.com/sitemundonegro/p/C7RUz1sR93t/?hl=de,2024-05-22T05:26:41-07:00
ABEn Nacional,,Precisamos nos unir para ajudar a Enfermagem do Rio Grande do Sul nesse momento de emergência ambiental.  Todos os recursos arrecadados pela ABEn-RS serão voltados para ações em benefícios da Enfermagem gaúcha.  Nossa união é urgente nesse momento de crise  mas também precisamos estar juntos como povo brasileiro para exigir de gestores federais  estaduais e municipais em todo o Brasil por medidas que evitem outros desastres: fortalecimento das leis ambientais  com fiscalização e responsabilização de quem descumpre,"Ajuda durante a enchente, ou desvio de ajuda",19,,10,https://www.instagram.com/nan,2024-05-22T04:47:55-07:00
Marilza Helena Minas,isacolli_oficial,"A tragédia ambiental no Rio Grande do Sul ainda causa traumas na população e gera sentimentos que estão sendo chamados de ""ansiedade climática"". A sensação  segundo especialistas  é similar ao estresse pós-traumático vivenciado pelos sobreviventes de guerra. Esse é o assunto que eu trago no jornal O Dia desta terça-feira. Convido vocês para essa reflexão  <redacted_mention>  #TragédiaAmbiental #RioGrandeDoSul #AnsiedadeClimática #EstressePósTraumático #MudançasClimáticas #ImpactoAmbiental #SaúdeMental #JornalODia #Reflexão!",Enchente - Rio Grande do Sul,14,0,7,https://www.instagram.com/isacolli_oficial,2024-05-21T15:39:44-07:00
Gleisi Hoffmann,gleisihoffmann,Aécio Neves segue tentando explorar politicamente a tragédia do Rio Grande do Sul  governado desde 2018 pelo PSDB. É triste ver como o ódio cega determinadas pessoas até na hora em que a solidariedade deveria dar o tom. Se o Rio Grande do Sul fosse governado pelo PT  como ele pergunta em artigo na Folha  certamente a agenda ambiental e a prevenção de desastres não teriam sido relegadas em favor da agenda fiscal  como admitiu o govenador Eduardo Leite. A disputa de Aécio contra Leite pelo controle do PSDB é assunto dos tucanos  mas ele devia perceber que foi longe demais e está prejudicando a população gaúcha.  #riograndesul #RS #soliedaredade,"Ajuda durante a enchente, ou desvio de ajuda",2684,294,1342,https://www.instagram.com/gleisihoffmann/p/C7SFHjwNW7q/,2024-05-21T15:37:42-07:00
Segurança Pública SP,seguranca_ssp,A <redacted_mention> enviou mais 45 policiais para a missão humanitária no Rio Grande do Sul  nesta terça-feira (21). A previsão é que esse novo contingente substitua a equipe que deu início aos trabalhos humanitários da PM Ambiental no RS.  No total  163 agentes da segurança pública do <redacted_mention> estão atuando na região. Eles já auxiliaram no resgate de 1.168 pessoas e 256 animais  levando todo o apoio de São Paulo para o atendimento à população do estado gaúcho.,"Ajuda durante a enchente, ou desvio de ajuda",248,13,124,https://www.instagram.com/seguranca_ssp,2024-05-21T15:16:10-07:00
Aos Fatos,,🔴 ENCHENTES NO RS | Em meio à tragédia climática no Rio Grande do Sul — com 2 3 milhões de pessoas afetadas pelas enchentes  segundo a Defesa Civil estadual —  o governador Eduardo Leite (PSDB) desinformou sobre alertas meteorológicos antes do início da crise e sobre a legislação ambiental gaúcha em entrevista ao Roda Viva  da TV Cultura  na segunda-feira (20).  No programa transmitido ao vivo do Theatro São Pedro  um dos edifícios históricos de Porto Alegre  Leite também disse não ter se expressado bem em entrevista à Folha de S.Paulo  no domingo (19)  quando admitiu que estudos anteciparam o risco de inundações  mas que o governo possuía “outras agendas”.  O governador criticou ainda a desinformação sobre a tragédia e “os recortes que se fazem para as redes sociais para se conseguir cliques  curtidas  compartilhamentos”.  Confira um resumo do que checamos:   1️⃣ Não é verdade que cabe apenas aos municípios zelar pelos sistemas de prevenção de desastres. Ainda que as prefeituras sejam responsáveis por atuar em nível local  a lei determina que o estado deve auxiliar no monitoramento e na prevenção de desastres,Enchente - Rio Grande do Sul,5590,,2795,https://www.instagram.com/nan,2024-05-21T14:13:16-07:00
Pimp My Carroça,pimpmycarroca,Trechos do texto de <redacted_mention> no <redacted_mention>  “Estou escrevendo por estar apreensivo  tenso e atormentado pelas inundações que assolam nosso estado e principalmente minha categoria.  Eu estou bem  seguro quanto a minha casa não estar inundada  mas escrevo por outras  pela minha categoria e entendo que o momento requer apoio e solidariedade. Por favor  não nos deixe morrer.  Antes mesmo desta catástrofe  base das emergências climáticas  as quais decorrência da exploração da natureza  o qual concentra a riqueza  explora as trabalhadoras e trabalhadores  e distribui a miséria  a poluição e as catástrofes ambientais  atacando principalmente quem menos agride o meio ambiente  ou no nosso caso  enquanto catadoras/es  atuamos na proteção ambiental  já vivíamos numa crise  principalmente pela baixa dos preços dos materiais  onde estávamos tirando valores abaixo de um salário mínimo.  O governador do Estado do Rio Grande do Sul  Eduardo Leite (PSDB) já em seu segundo mandato  nunca olhou para a nossa categoria  apesar de havermos feito incidência de várias maneiras  mas nunca conseguindo sequer a atenção do governador e seu governo  logo  entendemos que podemos correr o sério risco de ficarmos de fora dos projetos de reconstrução do estado  mesmo havendo forte apoio do governo federal  artistas  sociedade civil e privada. O mesmo ocorre na cidade de Porto Alegre  onde a prefeitura infelizmente não apoia a reciclagem e as cooperativas.  Assim sendo  organizamos uma campanha de arrecadação em dinheiro  vistas que há uma dificuldade logística no estado para chegada de doações físicas  a exemplo de chegarem em Uruguaiana  Jaguarão ou Porto Alegre  cada cidade num dos extremos do estado”.  ♻️📢 Doe para catadoras e catadores pela campanha.  benfeitoria.com/projeto/solidariedadeaoscatadoresdors  #vivaascatadorasecatadores #riograndedosul #refugiadosclimáticos #urgente #emergênciaclimática #portoalegre #chuvas #pix #doação #solidariedade #campanha #reciclagem,,214,1,107,https://www.instagram.com/pimpmycarroca,2024-05-21T13:44:03-07:00
@ttodeolho,ttodeolho,Em meio à maior catástrofe ambiental do estado do Rio Grande do Sul  novos relatos emergem dos momentos de perigo enfrentados pelos gaúchos. Vídeos mostram o desespero de pacientes  médicos e enfermeiros no Hospital de Pronto-Socorro Municipal de Canoas durante a inundação. Com a água subindo rapidamente  101 pacientes foram resgatados enquanto o primeiro andar ficava submerso. Agentes do SAMU e bombeiros nadaram para alcançar uma pessoa em estado crítico através de um buraco na parede.  Vídeo reprodução: Record TV,Enchente - Rio Grande do Sul,56,3,28,https://www.instagram.com/jornaldarecord/reel/C7N7MH-NDZw/?locale=French,2024-05-21T13:34:02-07:00
Poder360,poder360,O governador do Rio Grande do #Sul  Eduardo #Leite (PSDB)  foi poupado pelos entrevistadores do programa “Roda Viva”  da TV Cultura  na noite de 2ª feira (20.mai.2024). Em alguns momentos o debate foi direcionado para temas ligados ao meio ambiente  como algumas normas estaduais flexibilizadas pela administração do tucano –como se isso tivesse sido o motivo principal das enchentes recentes.  Sobre a reforma do código ambiental estadual  o governador gaúcho respondeu que não houve flexibilização  mas uma atualização das normas para que fossem condizentes com as leis federais. Mas não houve questionamentos diretos sobre falhas objetivas no sistema de prevenção de alagamentos que estava defeituoso na região de #PortoAlegre e permitiu o desastre.  🔹 Leia a reportagem: www.poder360.com.br (link nos stories)  📸 Foto: Youtube <redacted_mention>,Imprensa e redes sociais,571,31,286,https://www.instagram.com/diariodepernambuco/reel/C6_s2IpOquj/?utm_source=ig_embed&utm_campaign=loading,2024-05-21T11:30:07-07:00
CUT Brasil,cutbrasil,Catástrofe ambiental atingiu mais de 2 3 milhões de pessoas no Rio Grande do Sul. Para sindicalistas  reconstrução do estado é urgente e necessária. Sedes da CUT recebem doações.  Saiba mais nos stories,"Ajuda durante a enchente, ou desvio de ajuda",327,5,164,https://www.instagram.com/cutbrasil,2024-05-21T10:22:53-07:00
Jovem Pan NEWS,jovempannews,"Em entrevista ao #DocumentoJP  o presidente do Instituto Brasileiro de Proteção Ambiental Carlos Bocuhy falou sobre a tragédia no Rio Grande do Sul.   Em sua avaliação  as mudanças climáticas são responsáveis pelo aumento de eventos extremos em todo o mundo. ""O que acontece no Rio Grande do Sul é exatamente isso: você tem o efeito de um aquecimento global de 1 5ºC acima do que era o período industrial. Hoje  esse índice de aquecimento se soma a outros fatores. O Rio Grande do Sul  por ser uma região muito vulnerável às mudanças climáticas  acaba sendo vitimado por esse processo”  explicou Bocuhy   📺 Confira na JP News e Panflix 📌 Siga o nosso perfil <redacted_mention>  #JovemPanNews #AquecimentoGlobal #RS #Enchente #MudançasClimáticas",Enchente - Rio Grande do Sul,1076,478,538,https://www.instagram.com/jovempannews/reel/C7PIgOOORa_/,2024-05-21T09:01:07-07:00
RECORD GUAÍBA,recordtvrsoficial,Em meio à maior catástrofe ambiental do estado do Rio Grande do Sul  novos relatos emergem dos momentos de perigo enfrentados pelos gaúchos. Vídeos mostram o desespero de pacientes  médicos e enfermeiros no Hospital de Pronto-Socorro Municipal de Canoas durante a inundação. Com a água subindo rapidamente  101 pacientes foram resgatados enquanto o primeiro andar ficava submerso. Agentes do SAMU e bombeiros nadaram para alcançar uma pessoa em estado crítico através de um buraco na parede.  👉 Veja a reportagem completa no <redacted_mention>  no <redacted_mention> e nas demais plataformas digitais do #JornalDaRecord #JR24H,Enchente - Rio Grande do Sul,410,23,205,https://www.instagram.com/jornaldarecord/reel/C7N7MH-NDZw/?locale=French,2024-05-21T08:30:41-07:00
CONAQ,conaquilombos,Desde o final de abril  o Estado do Rio Grande do Sul tem sido assolado por uma sequência devastadora de eventos climáticos  culminando em uma crise humanitária. As enchentes  desencadeadas por fortes chuvas  já tiraram a vida de 157 pessoas  outras 85 estão desaparecidas e cerca de  581.633 estão desalojadas  de acordo com dados divulgados às 18h desta segunda-feira (20) pela Defesa Civil do estado .  Os impactos atingem ainda as comunidades quilombolas do estado  já são mais de seis mil famílias sendo diretamente afetadas. Teresa Silva  da Comunidade quilomboda Armada quinto detrito de canguru-RS e integrante do coletivo de mulheres da CONAQ  expressa frustração e reforça pedido de ajuda.  “A gente sabe que vai chegar ajuda  mas pro nosso povo é diferente. A ajuda só vai chegar se for o nosso povo fazendo pelo nosso povo”.  O governador do Rio Grande do Sul  Eduardo Leite  questionado por quilombolas do bairro Sarandi  em Porto Alegre  sobre a falta de ajuda do governo  afirmou que “o poder público não tem estrutura suficiente para atender em todas as pontas”.   Todas as 145 comunidades quilombolas do estado  espalhadas por 70 municípios foram atingidas. A Conaq estima que 17.552 quilombolas estão sofrendo com os impactos.  Teresa reforça a gravidade da situação ao descrever como “caótica”  ressaltando que esta é  sem dúvida  “a pior catástrofe ambiental já enfrentada pelo Rio Grande do Sul”.   Em meio à destruição e ao desespero  a solidariedade se apresenta como um sinônimo de esperança para as comunidades quilombolas atingidas. Apoie a campanha de ajuda  sua doação é muito importante.   Chave pix para doações: 46829258/0001-04 - CNPJ - Federação das Associações das Comunidades Remanescentes de Quilombos do Rio Grande do Sul.   ✍️ Mayara Abreu  #conaq #riograndedosul #quilombolas,Racismo ambiental e Enchente do Rio Grande do Sul,0,11,0,https://www.instagram.com/caem_unicamp/p/C6rHTAZxray/?api=%E9%A9%AC%E6%9D%A5%E8%A5%BF%E4%BA%9A%E5%8D%8A%E5%B1%B1%E8%8A%AD%E7%BA%A6%E7%82%AEWhatsApp%EF%BC%9A601168119942%E5%AD%A6%E7%94%9F%E5%85%BC%E8%81%8C.behu&hl=zh-cn,2024-05-21T08:25:54-07:00
Reimont,,Eduardo Leite precisa rever as suas posturas.   Em meio à tragédia que acomete o Rio Grande do Sul  vai se notabilizando por disparates. Na semana passada  Eduardo Leite criticou as doações  que salvam vidas  dizendo que atrapalham o comércio,"Ajuda durante a enchente, ou desvio de ajuda",129,,64,https://www.instagram.com/eduardoleite45/reel/DGYnTbONOZI/,2024-05-21T07:19:03-07:00
Time Lula em Defesa da Democracia Participativa,time_lula,Mais um crime do governador do RS  Eduardo Leite.  É chocante a situação do Rio Grande do Sul. O governador do RS  Eduardo Leite  ataca outra vez o povo que ele deveria proteger. É inaceitável que esse governador tenha destruído o código ambiental  contribuindo para as enchentes e admitindo conhecimento prévio dos relatórios sobre o que estava por vir  mas que preferiu dar atenção a outras prioridades como a questão tributária. Para esse tipo a vida não tem valor.   Para piorar  o governo do RS  mandou apreender um caminhão que entrega comida para quem perdeu tudo e tem fome em função das enchentes que o governador ajudou a criar.  Segue nota da cozinha solidária.  APREENSÃO IRREGULAR DE VEÍCULO TRANSPORTANDO DOAÇÕES  Hoje foi apreendido de maneira arbritária e irregular o caminhão que a Cozinha Solidária de Emergência do MTST  utilizado para fazer a logística de doações  tanto distribuição de marmitas  alimentos  cobertores  água quanto a coleta de doações e inclusive resgates. O motivo alegado para a apreensão foi o IPVA estar atrasado. É um absurdo que a logística para viabilizar a entrega de refeições para as famílias atingidas direta e indiretamente pela catástrofe que assola nosso estado. Além do absurdo  esta atitude também é arbitrária e ilegal uma vez que a Portaria 177/2024 publicada no dia 14/05/2024 no Diário Oficial do Estado através do DETRAN/RS trata da flexibilização dos prazos em questão. Importante ressaltar que o sistema para pagamentos está fora do ar. Neste momento  estamos em contato direto com o Comando da Brigada Militar e do Detran/RS para reverter essa situação absurda e ilegal. Esperamos que isso se resolva de maneira urgente e definitiva. As famílias impactadas não podem esperar.  Cozinha Solidária da Azenha do MTST,Enchente - Rio Grande do Sul,728,106,364,https://www.instagram.com/time_lula/p/C7O8PrJOs0a/,2024-05-21T07:13:31-07:00
Revista Leia Mais,revistaleiamais,Em Porto Alegre população improvisa moradias após cheia do Guaíba  Se em alguns pontos da Região Central de Porto Alegre a água do Guaíba  que inundou a Capital  vem baixando nos últimos dias  na Região das Ilhas  a situação ainda é crítica. Sem poder voltar para casa  mais de 200 pessoas improvisaram moradias em barracas  carros e até debaixo de uma ponte. “É ruim  é terrível. Só não está pior porque a gente consegue ajuda. Na minha casa  a água tá no telhado. Perdi tudo”  conta José Odair Aires da Conceição  uma das pessoas que reside na Ilha Grande dos Marinheiros e precisou montar uma barraca embaixo da ponte nova do Guaíba. Os moradores relataram à reportagem da RBS TV que decidiram não ir a abrigos para não ficarem distantes das moradias.  As enchentes que atingem o estado desde o final de abril mataram 157 pessoas  deixando 88 desaparecidas e mais de 657 8 mil fora de casa. No total  são 2 3 milhões de atingidos de alguma forma pelo desastre ambiental em 463 cidades — o RS tem 497 municípios. José  que trabalha como reciclador  recebeu doações de lonas e  com pedaços de madeira encontrados próximo ao lago  ergueu a barraca onde está sobrevivendo com a namorada. A situação dele é parecida com a de cerca de 220 pessoas que estão desabrigadas e buscaram refúgio ao longo da BR-290  onde fica a ponte.  Siga <redacted_mention> e fique por dentro de todas as notícias.  Foto: Divulgação RBS TV,Enchente - Rio Grande do Sul,30,2,15,https://www.instagram.com/revistaleiamais,2024-05-21T07:11:08-07:00
CBN Vale,cbnvale,"O governador do Rio Grande do Sul  Eduardo Leite (PSDB)  negou ter afrouxado a legislação ambiental do estado e defendeu as mudanças feitas no código.  ""Não houve redução de restrições  houve um ajuste de procedimentos para termos normas mais práticas e exequíveis  sem reduzir a proteção""  afirmou Leite em entrevista ao programa Roda Viva  da TV Cultura  nesta segunda-feira (20/5).  Em 2020  a Assembleia Legislativa do Rio Grande do Sul aprovou  a pedido de Leite  um novo código ambiental que alterou 480 normas.  As enchentes no estado já deixaram 157 mortos e mais de 581 mil desalojados.  📲 Para mais notícias  acesse: cbnvale.com.br ou siga <redacted_mention> nas redes sociais  Imagem: Reprodução/  #cbn #sãojosédoscampos #saojosedoscampos #sjcampos #valedoparaíba #valedoparaiba #riograndedosul #defesacivilrs  #eduardoleite #psdb",Enchente - Rio Grande do Sul,12,11,6,https://www.instagram.com/p/C7SUmxnt47t/,2024-05-21T07:11:05-07:00
Movimento Pela Democracia,movimento_democracia,Como Eduardo Leite  governador do Rio Grande do Sul  enxerga deputados e senadores que negam a necessidade de proteção ambiental?  Nem em um momento de calamidade como este o governador Eduardo Leite consegue se posicionar com firmeza em favor da agenda ambiental. Ensaboado  ele tangencia e não responde com objetividade os questionamentos dos entrevistadores.,Enchente - Rio Grande do Sul,4212,550,2106,https://www.instagram.com/movimento_democracia,2024-05-21T06:30:58-07:00
Programa Compasso,programacompasso,Em momentos como o desastre ambiental que ocorreu no Rio Grande do Sul  é importante entender que as consequências emocionais não afetam apenas as pessoas diretamente envolvidas  mas também aqueles que testemunham o evento de longe.  O trauma vicário ocorre quando uma pessoa experimenta sintomas semelhantes aos do trauma após testemunhar ou ouvir sobre a dor e o sofrimento de outras pessoas. Em outras palavras  é como se uma pessoa absorvesse emocionalmente o trauma de outra.  Ao ver imagens chocantes  ler relatos angustiantes ou ouvir histórias de sobreviventes  muitas pessoas podem sentir uma profunda tristeza  ansiedade  raiva ou impotência. Mesmo que não estejam diretamente envolvidas no desastre  a empatia e a conexão humana podem despertar sentimentos intensos.  Por isso  se você se sentir sobrecarregado emocionalmente  não hesite em buscar apoio de amigos  familiares ou profissionais de saúde mental. Lembre-se de que você não está sozinho e que é normal se sentir impactado por eventos traumáticos  mesmo à distância.  Neste momento de solidariedade e compaixão  vamos cuidar uns dos outros e oferecer apoio mútuo em nossa jornada de cura e resiliência. 💚🤝   #TraumaVicário #Solidariedade #ProgramaCompasso #SOSRioGrandedoSul #SOSRS,Enchente - Rio Grande do Sul,43,0,22,https://www.instagram.com/programacompasso,2024-05-21T06:05:34-07:00
Justiça e Conservação,justicaeco,Sobe para 157 o número de mortes da tragédia no Rio Grande do Sul. São mais de 658 mil pessoas que deixaram as suas casas para salvar suas próprias vidas e em torno de 2 3 milhões pessoas atingidas pelas enchentes (dados até o dia 20 de maio).  A entrevista de hoje é com a jornalista  bióloga e ambientalista  Jaqueline Sordi  que alerta a população e cobre a crise climática há anos. Hoje se torna a própria personagem da história  vivenciando de perto a tragédia ambiental que assola o Rio Grande do Sul.  Assista o episódio completo pelo Youtube do Observatório de Justiça e Conservação  ao vivo  às 18h30.,Enchente - Rio Grande do Sul,72,0,36,https://www.instagram.com/p/C7aUNwMMcjH/,2024-05-21T04:08:24-07:00
((o))eco,siteoeco,Chuvas no Rio Grande do Sul: o que as águas barrentas que tudo arrastam sinalizam? ⬇️  “Água barrenta é solo que está sendo levado pela enchente”  destaca o biólogo Eduardo Vélez  pesquisador do projeto MapBiomas. Perda de vegetação nativa  desmonte de políticas públicas ambientais e crise climática potencializam os efeitos das enchentes e colocam em xeque o modelo de desenvolvimento gaúcho.  ✊🏽 Apoie o nosso jornalismo ambiental no Catarse.  📲 Leia a reportagem completa clicando no link da bio. ‌  📝 ELIZABETH OLIVEIRA  📷 Max Peixoto/DiaEsportivo/Folhapress,Imprensa e redes sociais,168,4,84,https://www.instagram.com/siteoeco,2024-05-21T03:00:24-07:00
